icon name,icon image url,icon style
Comment Lightning,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M16.3177 1H21.1453C21.5277 1 21.7685 1.41183 21.5811 1.74513L19.7502 5H21.2463C21.8909 5 22.2352 5.75928 21.8105 6.24414L16.9867 11.7519C16.4821 12.328 15.544 11.8375 15.7292 11.0945L16.5002 8H13.4977C13.1313 8 12.8893 7.61892 13.0452 7.28732L15.8652 1.28732C15.9476 1.11195 16.1239 1 16.3177 1ZM5.25 3H13.955L12.1399 6.86196C11.6723 7.85677 12.3982 9 13.4974 9H15.2202L14.7586 10.8527C14.3198 12.6137 16.543 13.776 17.7387 12.4108L22 7.5453V14.75C22 16.5449 20.5449 18 18.75 18H13L8 21.75C7.17595 22.368 6 21.7801 6 20.75V18H5.25C3.45508 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3Z"" fill=""#212121""/>
</svg>
",Filled
Comment Lightning,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M16.3167 1H21.1443C21.5267 1 21.7676 1.41183 21.5801 1.74513L19.7492 5H21.2454C21.8899 5 22.2342 5.75928 21.8096 6.24414L16.9857 11.7519C16.4811 12.328 15.543 11.8375 15.7282 11.0945L16.4992 8H13.4967C13.1303 8 12.8883 7.61892 13.0442 7.28732L15.8642 1.28732C15.9466 1.11195 16.1229 1 16.3167 1ZM5.25 3H13.9555L13.2505 4.5H5.25C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.49986 20.2506L12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75V9.25852L22 7.54586V14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3Z"" fill=""#212121""/>
</svg>
",Regular
Comment Link,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 5.75C23 3.67893 21.3211 2 19.25 2L19.1482 2.00685C18.7822 2.05651 18.5 2.3703 18.5 2.75C18.5 3.16421 18.8358 3.5 19.25 3.5L19.404 3.50519C20.5748 3.58435 21.5 4.55914 21.5 5.75C21.5 6.99264 20.4926 8 19.25 8L19.2466 8.0046L19.1448 8.01191C18.779 8.06326 18.4983 8.37834 18.5 8.75803C18.5019 9.17224 18.8392 9.50649 19.2534 9.50462V9.5L19.4523 9.4948C21.4276 9.39127 23 7.75426 23 5.75ZM16.5 2.75C16.5 2.33579 16.1642 2 15.75 2L15.5508 2.0052C13.5724 2.10873 12 3.74574 12 5.75C12 7.82107 13.6789 9.5 15.75 9.5L15.8518 9.49315C16.2178 9.44349 16.5 9.1297 16.5 8.75C16.5 8.33579 16.1642 8 15.75 8L15.596 7.99481C14.4252 7.91565 13.5 6.94086 13.5 5.75C13.5 4.50736 14.5074 3.5 15.75 3.5L15.8518 3.49315C16.2178 3.44349 16.5 3.1297 16.5 2.75ZM20 5.75C20 5.33579 19.6642 5 19.25 5H15.75L15.6482 5.00685C15.2822 5.05651 15 5.3703 15 5.75C15 6.16421 15.3358 6.5 15.75 6.5H19.25L19.3518 6.49315C19.7178 6.44349 20 6.1297 20 5.75ZM11 5.75C11 4.72513 11.3246 3.77607 11.8766 3H5.25C3.45507 3 2 4.45507 2 6.25V14.75C2 16.5449 3.45508 18 5.25 18H6V20.75C6 21.7801 7.17595 22.368 8 21.75L13 18H18.75C20.5449 18 22 16.5449 22 14.75V9.62345C21.2239 10.1754 20.2749 10.5 19.25 10.5H15.75C13.1266 10.5 11 8.37335 11 5.75Z"" fill=""#212121""/>
</svg>
",Filled
Comment Link,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M23 5.75C23 3.67893 21.3211 2 19.25 2L19.1482 2.00685C18.7822 2.05651 18.5 2.3703 18.5 2.75C18.5 3.16421 18.8358 3.5 19.25 3.5L19.404 3.50519C20.5748 3.58435 21.5 4.55914 21.5 5.75C21.5 6.99264 20.4926 8 19.25 8L19.2466 8.0046L19.1448 8.01191C18.779 8.06326 18.4983 8.37834 18.5 8.75803C18.5019 9.17224 18.8392 9.50649 19.2534 9.50462V9.5L19.4523 9.4948C21.4276 9.39127 23 7.75426 23 5.75ZM16.5 2.75C16.5 2.33579 16.1642 2 15.75 2L15.5508 2.0052C13.5724 2.10873 12 3.74574 12 5.75C12 7.82107 13.6789 9.5 15.75 9.5L15.8518 9.49315C16.2178 9.44349 16.5 9.1297 16.5 8.75C16.5 8.33579 16.1642 8 15.75 8L15.596 7.99481C14.4252 7.91565 13.5 6.94086 13.5 5.75C13.5 4.50736 14.5074 3.5 15.75 3.5L15.8518 3.49315C16.2178 3.44349 16.5 3.1297 16.5 2.75ZM20 5.75C20 5.33579 19.6642 5 19.25 5H15.75L15.6482 5.00685C15.2822 5.05651 15 5.3703 15 5.75C15 6.16421 15.3358 6.5 15.75 6.5H19.25L19.3518 6.49315C19.7178 6.44349 20 6.1297 20 5.75ZM5.25 3H11.8766C11.5576 3.44848 11.3145 3.95473 11.1662 4.5H5.25C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.49986 20.2506L12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75V10.3338C21.0453 10.1855 21.5515 9.94243 22 9.62345V14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3Z"" fill=""#212121""/>
</svg>
",Regular
Comment Mention,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M13.9995 6.00054C13.9995 3.7911 15.7906 2 18 2C20.2049 2 21.9931 3.78362 22.0006 5.98669L22.0005 5.9952V6.75052C22.0005 7.16474 21.6647 7.50052 21.2505 7.50052C20.8363 7.50052 20.5005 7.16474 20.5005 6.75052V4.00055C20.5005 3.72441 20.2766 3.50055 20.0005 3.50055C19.7244 3.50055 19.5006 3.72431 19.5005 4.00037C19.0827 3.68652 18.5633 3.50055 18.0005 3.50055C16.6198 3.50055 15.5005 4.61984 15.5005 6.00055C15.5005 7.38126 16.6198 8.50055 18.0005 8.50055C18.7084 8.50055 19.3476 8.20632 19.8024 7.73348C20.1173 8.19645 20.6484 8.50052 21.2505 8.50052C22.217 8.50052 23.0005 7.71702 23.0005 6.75052V6.01035L23.0006 6.00054C23.0006 3.23882 20.7618 1 18 1C15.2383 1 12.9995 3.23882 12.9995 6.00054C12.9995 8.76226 15.2383 11.0011 18 11.0011C19.0248 11.0011 19.9798 10.7008 20.7783 10.166C21.0077 10.0123 21.0691 9.7017 20.9154 9.47228C20.7617 9.24285 20.4512 9.18145 20.2217 9.33514C19.5878 9.75982 18.8264 10.0011 18 10.0011C15.7906 10.0011 13.9995 8.20997 13.9995 6.00054ZM18.0005 7.50055C17.1721 7.50055 16.5005 6.82898 16.5005 6.00055C16.5005 5.17212 17.1721 4.50055 18.0005 4.50055C18.8289 4.50055 19.5005 5.17212 19.5005 6.00055C19.5005 6.82898 18.8289 7.50055 18.0005 7.50055ZM5.25 3.00055H12.8027C12.2922 3.88307 12 4.90769 12 6.00055C12 9.31426 14.6863 12.0005 18 12.0005C19.5367 12.0005 20.9385 11.4228 22 10.4728V14.7505C22 16.5455 20.5449 18.0005 18.75 18.0005H13L8 21.7505C7.17595 22.3686 6 21.7806 6 20.7505V18.0005H5.25C3.45508 18.0005 2 16.5455 2 14.7505V6.25055C2 4.45562 3.45507 3.00055 5.25 3.00055Z"" fill=""#212121""/>
</svg>
",Filled
Comment Mention,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M18 2C15.7906 2 13.9995 3.7911 13.9995 6.00054C13.9995 8.20997 15.7906 10.0011 18 10.0011C18.8264 10.0011 19.5878 9.75982 20.2217 9.33514C20.4512 9.18145 20.7617 9.24285 20.9154 9.47228C21.0691 9.7017 21.0077 10.0123 20.7783 10.166C19.9798 10.7008 19.0248 11.0011 18 11.0011C15.2383 11.0011 12.9995 8.76226 12.9995 6.00054C12.9995 3.23882 15.2383 1 18 1C20.7618 1 23.0006 3.23882 23.0006 6.00054L23.0005 6.01035V6.75052C23.0005 7.71702 22.217 8.50052 21.2505 8.50052C20.6484 8.50052 20.1173 8.19645 19.8024 7.73348C19.3476 8.20632 18.7084 8.50055 18.0005 8.50055C16.6198 8.50055 15.5005 7.38126 15.5005 6.00055C15.5005 4.61984 16.6198 3.50055 18.0005 3.50055C18.5633 3.50055 19.0827 3.68652 19.5005 4.00037C19.5006 3.72431 19.7244 3.50055 20.0005 3.50055C20.2766 3.50055 20.5005 3.72441 20.5005 4.00055V6.75052C20.5005 7.16474 20.8363 7.50052 21.2505 7.50052C21.6647 7.50052 22.0005 7.16474 22.0005 6.75052V5.9952L22.0006 5.98669C21.9931 3.78362 20.2049 2 18 2ZM16.5005 6.00055C16.5005 6.82898 17.1721 7.50055 18.0005 7.50055C18.8289 7.50055 19.5005 6.82898 19.5005 6.00055C19.5005 5.17212 18.8289 4.50055 18.0005 4.50055C17.1721 4.50055 16.5005 5.17212 16.5005 6.00055ZM22 14.7505V10.4728C21.5548 10.8712 21.0498 11.2042 20.5 11.4565V14.7505C20.5 15.717 19.7165 16.5005 18.75 16.5005H12.5135L7.49986 20.2511L7.49879 16.5005H5.25C4.2835 16.5005 3.5 15.717 3.5 14.7505V6.25055C3.5 5.28405 4.2835 4.50055 5.25 4.50055H12.189C12.326 3.96839 12.5341 3.46481 12.8027 3.00055H5.25C3.45507 3.00055 2 4.45562 2 6.25055V14.7505C2 16.5455 3.45507 18.0005 5.25 18.0005H5.99921L6 20.7505C6 21.0201 6.08736 21.2828 6.24901 21.4989C6.6625 22.0518 7.44585 22.1647 7.99868 21.7512L13.0125 18.0005H18.75C20.5449 18.0005 22 16.5455 22 14.7505Z"" fill=""#212121""/>
</svg>
",Regular
Comment Multiple Checkmark,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.25 5C5.16827 5 5.08708 5.00231 5.00648 5.00686C5.58328 4.10095 6.59644 3.5 7.74996 3.5H15.75C18.9256 3.5 21.5 6.07436 21.5 9.25V12.3761C21.0447 12.0202 20.5409 11.7237 20 11.4982V9.25C20 6.90279 18.0972 5 15.75 5H5.25ZM17.5 11C18.0163 11 18.5185 11.0602 19 11.1739V9.25C19 7.45507 17.5449 6 15.75 6H5.25C3.45507 6 2 7.45507 2 9.25V15.75C2 17.4608 3.32189 18.8629 5 18.9905V20.752C5 21.7762 6.16433 22.3657 6.98989 21.7595L10.7475 19H11.1739C11.0602 18.5185 11 18.0163 11 17.5C11 13.9101 13.9101 11 17.5 11ZM23 17.5C23 20.5376 20.5376 23 17.5 23C14.4624 23 12 20.5376 12 17.5C12 14.4624 14.4624 12 17.5 12C20.5376 12 23 14.4624 23 17.5ZM20.8536 15.1464C20.6583 14.9512 20.3417 14.9512 20.1464 15.1464L16.5 18.7929L14.8536 17.1464C14.6583 16.9512 14.3417 16.9512 14.1464 17.1464C13.9512 17.3417 13.9512 17.6583 14.1464 17.8536L16.1464 19.8536C16.3417 20.0488 16.6583 20.0488 16.8536 19.8536L20.8536 15.8536C21.0488 15.6583 21.0488 15.3417 20.8536 15.1464Z"" fill=""#212121""/>
</svg>
",Filled
Comment Multiple Checkmark,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.00648 5.00686C5.08708 5.00231 5.16827 5 5.25 5H15.75C18.0972 5 20 6.90279 20 9.25V11.4982C20.5409 11.7237 21.0447 12.0202 21.5 12.3761V9.25C21.5 6.07436 18.9256 3.5 15.75 3.5H7.74996C6.59644 3.5 5.58328 4.10095 5.00648 5.00686ZM19 9.25V11.1739C18.5185 11.0602 18.0163 11 17.5 11V9.25C17.5 8.2835 16.7165 7.5 15.75 7.5H5.25C4.2835 7.5 3.5 8.2835 3.5 9.25V15.75C3.5 16.7165 4.2835 17.5 5.25 17.5H6.5V20.2582L10.2559 17.5H11C11 18.0163 11.0602 18.5185 11.1739 19H10.7475L6.98989 21.7595C6.16433 22.3657 5 21.7762 5 20.752V18.9905C3.32189 18.8629 2 17.4608 2 15.75V9.25C2 7.45507 3.45507 6 5.25 6H15.75C17.5449 6 19 7.45507 19 9.25ZM23 17.5C23 20.5376 20.5376 23 17.5 23C14.4624 23 12 20.5376 12 17.5C12 14.4624 14.4624 12 17.5 12C20.5376 12 23 14.4624 23 17.5ZM20.8536 15.1464C20.6583 14.9512 20.3417 14.9512 20.1464 15.1464L16.5 18.7929L14.8536 17.1464C14.6583 16.9512 14.3417 16.9512 14.1464 17.1464C13.9512 17.3417 13.9512 17.6583 14.1464 17.8536L16.1464 19.8536C16.3417 20.0488 16.6583 20.0488 16.8536 19.8536L20.8536 15.8536C21.0488 15.6583 21.0488 15.3417 20.8536 15.1464Z"" fill=""#212121""/>
</svg>
",Regular
Comment Multiple,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.25 5C5.16827 5 5.08708 5.00231 5.00648 5.00686C5.58328 4.10095 6.59644 3.5 7.74996 3.5H15.75C18.9256 3.5 21.5 6.07436 21.5 9.25V13.25C21.5 14.4035 20.899 15.4166 19.9931 15.9934C19.9977 15.9129 20 15.8317 20 15.75V9.25C20 6.90279 18.0972 5 15.75 5H5.25ZM2 9.25C2 7.45507 3.45507 6 5.25 6H15.75C17.5449 6 19 7.45507 19 9.25V15.75C19 17.5449 17.5449 19 15.75 19H10.7475L6.98989 21.7595C6.16433 22.3657 5 21.7762 5 20.752V18.9905C3.32189 18.8629 2 17.4608 2 15.75V9.25Z"" fill=""#212121""/>
</svg>
",Filled
Comment Multiple Link,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.25 5C5.16827 5 5.08708 5.00231 5.00648 5.00686C5.58328 4.10095 6.59644 3.5 7.74996 3.5H15.75C18.9256 3.5 21.5 6.07436 21.5 9.25V13.25C21.5 13.4201 21.4869 13.5872 21.4617 13.7503C21.0381 13.3614 20.5437 13.0483 20 12.8328V9.25C20 6.90279 18.0972 5 15.75 5H5.25ZM18.25 12.5C18.5052 12.5 18.7557 12.5201 19 12.5589V9.25C19 7.45507 17.5449 6 15.75 6H5.25C3.45507 6 2 7.45507 2 9.25V15.75C2 17.4608 3.32189 18.8629 5 18.9905V20.752C5 21.7762 6.16433 22.3657 6.98989 21.7595L10.4319 19.2318C10.1546 18.6286 10 17.9573 10 17.25C10 14.6266 12.1266 12.5 14.75 12.5H18.25ZM22 17.25C22 15.1789 20.3211 13.5 18.25 13.5L18.1482 13.5068C17.7822 13.5565 17.5 13.8703 17.5 14.25C17.5 14.6642 17.8358 15 18.25 15L18.404 15.0052C19.5748 15.0844 20.5 16.0591 20.5 17.25C20.5 18.4926 19.4926 19.5 18.25 19.5L18.2466 19.5046L18.1448 19.5119C17.779 19.5633 17.4983 19.8783 17.5 20.258C17.5019 20.6722 17.8392 21.0065 18.2534 21.0046V21L18.4523 20.9948C20.4276 20.8913 22 19.2543 22 17.25ZM15.5 14.25C15.5 13.8358 15.1642 13.5 14.75 13.5L14.5508 13.5052C12.5724 13.6087 11 15.2457 11 17.25C11 19.3211 12.6789 21 14.75 21L14.8518 20.9932C15.2178 20.9435 15.5 20.6297 15.5 20.25C15.5 19.8358 15.1642 19.5 14.75 19.5L14.596 19.4948C13.4252 19.4156 12.5 18.4409 12.5 17.25C12.5 16.0074 13.5074 15 14.75 15L14.8518 14.9932C15.2178 14.9435 15.5 14.6297 15.5 14.25ZM19 17.25C19 16.8358 18.6642 16.5 18.25 16.5H14.75L14.6482 16.5068C14.2822 16.5565 14 16.8703 14 17.25C14 17.6642 14.3358 18 14.75 18H18.25L18.3518 17.9932C18.7178 17.9435 19 17.6297 19 17.25Z"" fill=""#212121""/>
</svg>
",Filled
Comment Multiple Link,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.00648 5.00686C5.08708 5.00231 5.16827 5 5.25 5H15.75C18.0972 5 20 6.90279 20 9.25V12.8328C20.5437 13.0483 21.0381 13.3614 21.4617 13.7503C21.4869 13.5872 21.5 13.4201 21.5 13.25V9.25C21.5 6.07436 18.9256 3.5 15.75 3.5H7.74996C6.59644 3.5 5.58328 4.10095 5.00648 5.00686ZM19 9.25V12.5589C18.7557 12.5201 18.5052 12.5 18.25 12.5H17.5V9.25C17.5 8.2835 16.7165 7.5 15.75 7.5H5.25C4.2835 7.5 3.5 8.2835 3.5 9.25V15.75C3.5 16.7165 4.2835 17.5 5.25 17.5H6.5V20.2582L10.0187 17.6742C10.0675 18.2259 10.2107 18.7505 10.4319 19.2318L6.98989 21.7595C6.16433 22.3657 5 21.7762 5 20.752V18.9905C3.32189 18.8629 2 17.4608 2 15.75V9.25C2 7.45507 3.45507 6 5.25 6H15.75C17.5449 6 19 7.45507 19 9.25ZM22 17.25C22 15.1789 20.3211 13.5 18.25 13.5L18.1482 13.5068C17.7822 13.5565 17.5 13.8703 17.5 14.25C17.5 14.6642 17.8358 15 18.25 15L18.404 15.0052C19.5748 15.0844 20.5 16.0591 20.5 17.25C20.5 18.4926 19.4926 19.5 18.25 19.5L18.2466 19.5046L18.1448 19.5119C17.779 19.5633 17.4983 19.8783 17.5 20.258C17.5019 20.6722 17.8392 21.0065 18.2534 21.0046V21L18.4523 20.9948C20.4276 20.8913 22 19.2543 22 17.25ZM15.5 14.25C15.5 13.8358 15.1642 13.5 14.75 13.5L14.5508 13.5052C12.5724 13.6087 11 15.2457 11 17.25C11 19.3211 12.6789 21 14.75 21L14.8518 20.9932C15.2178 20.9435 15.5 20.6297 15.5 20.25C15.5 19.8358 15.1642 19.5 14.75 19.5L14.596 19.4948C13.4252 19.4156 12.5 18.4409 12.5 17.25C12.5 16.0074 13.5074 15 14.75 15L14.8518 14.9932C15.2178 14.9435 15.5 14.6297 15.5 14.25ZM19 17.25C19 16.8358 18.6642 16.5 18.25 16.5H14.75L14.6482 16.5068C14.2822 16.5565 14 16.8703 14 17.25C14 17.6642 14.3358 18 14.75 18H18.25L18.3518 17.9932C18.7178 17.9435 19 17.6297 19 17.25Z"" fill=""#212121""/>
</svg>
",Regular
Comment Multiple,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.00648 5.00686C5.08708 5.00231 5.16827 5 5.25 5H15.75C18.0972 5 20 6.90279 20 9.25V15.75C20 15.8317 19.9977 15.9129 19.9931 15.9934C20.899 15.4166 21.5 14.4035 21.5 13.25V9.25C21.5 6.07436 18.9256 3.5 15.75 3.5H7.74996C6.59644 3.5 5.58328 4.10095 5.00648 5.00686ZM5.25 6C3.45507 6 2 7.45507 2 9.25V15.75C2 17.4608 3.32189 18.8629 5 18.9905V20.752C5 21.7762 6.16433 22.3657 6.98989 21.7595L10.7475 19H15.75C17.5449 19 19 17.5449 19 15.75V9.25C19 7.45507 17.5449 6 15.75 6H5.25ZM3.5 9.25C3.5 8.2835 4.2835 7.5 5.25 7.5H15.75C16.7165 7.5 17.5 8.2835 17.5 9.25V15.75C17.5 16.7165 16.7165 17.5 15.75 17.5H10.2559L6.5 20.2582V17.5H5.25C4.2835 17.5 3.5 16.7165 3.5 15.75V9.25Z"" fill=""#212121""/>
</svg>
",Regular
Comment Note,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M14 1C12.8954 1 12 1.89543 12 3V9C12 10.1046 12.8954 11 14 11H21C22.1046 11 23 10.1046 23 9V3C23 1.89543 22.1046 1 21 1H14ZM14 4.5C14 4.22386 14.2239 4 14.5 4H20.5C20.7761 4 21 4.22386 21 4.5C21 4.77614 20.7761 5 20.5 5H14.5C14.2239 5 14 4.77614 14 4.5ZM14 7.5C14 7.22386 14.2239 7 14.5 7H20.5C20.7761 7 21 7.22386 21 7.5C21 7.77614 20.7761 8 20.5 8H14.5C14.2239 8 14 7.77614 14 7.5ZM5.25 3H11V9C11 10.6569 12.3431 12 14 12H21C21.3506 12 21.6872 11.9398 22 11.8293V14.75C22 16.5449 20.5449 18 18.75 18H13L8 21.75C7.17595 22.368 6 21.7801 6 20.75V18H5.25C3.45508 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3Z"" fill=""#212121""/>
</svg>
",Filled
Comment Note,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 3C12 1.89543 12.8954 1 14 1H21C22.1046 1 23 1.89543 23 3V9C23 10.1046 22.1046 11 21 11H14C12.8954 11 12 10.1046 12 9V3ZM14.5 4C14.2239 4 14 4.22386 14 4.5C14 4.77614 14.2239 5 14.5 5H20.5C20.7761 5 21 4.77614 21 4.5C21 4.22386 20.7761 4 20.5 4H14.5ZM14.5 7C14.2239 7 14 7.22386 14 7.5C14 7.77614 14.2239 8 14.5 8H20.5C20.7761 8 21 7.77614 21 7.5C21 7.22386 20.7761 7 20.5 7H14.5Z"" fill=""#212121""/>
<path d=""M5.25 3H11V4.5H5.25C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.49986 20.2506L12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75V12H21C21.3506 12 21.6872 11.9398 22 11.8293V14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3Z"" fill=""#212121""/>
</svg>
",Regular
Comment Off,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M3.28034 2.21968C2.98745 1.92678 2.51257 1.92677 2.21968 2.21966C1.92678 2.51255 1.92677 2.98743 2.21966 3.28032L2.92176 3.98244C2.35137 4.568 2 5.36797 2 6.25V14.75C2 16.5449 3.45508 18 5.25 18H6V20.75C6 21.7801 7.17595 22.368 8 21.75L13 18H16.939L20.7194 21.7805C21.0123 22.0734 21.4872 22.0734 21.7801 21.7805C22.073 21.4876 22.073 21.0127 21.7801 20.7198L3.28034 2.21968ZM22 14.75C22 15.8565 21.4471 16.8338 20.6024 17.4207L6.18197 3H18.75C20.5449 3 22 4.45507 22 6.25V14.75Z"" fill=""#212121""/>
</svg>
",Filled
Comment Off,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M3.28034 2.21968C2.98745 1.92678 2.51257 1.92677 2.21968 2.21966C1.92678 2.51255 1.92677 2.98743 2.21966 3.28032L2.92177 3.98244C2.35137 4.56801 2 5.36797 2 6.25001V14.75C2 16.5449 3.45507 18 5.25 18H5.99921L6 20.7499C6 21.0196 6.08736 21.2822 6.24901 21.4984C6.6625 22.0512 7.44585 22.1642 7.99868 21.7507L13.0125 18H16.9391L20.7194 21.7805C21.0123 22.0734 21.4872 22.0734 21.7801 21.7805C22.073 21.4876 22.073 21.0127 21.7801 20.7198L3.28034 2.21968ZM15.4391 16.5H12.5135L7.49986 20.2506L7.49879 16.5H5.25C4.2835 16.5 3.5 15.7165 3.5 14.75V6.25001C3.5 5.78219 3.68356 5.35725 3.98259 5.04329L15.4391 16.5ZM20.5 14.75C20.5 15.4446 20.0954 16.0446 19.509 16.3273L20.6024 17.4208C21.4471 16.8338 22 15.8565 22 14.75V6.25001C22 4.45508 20.5449 3.00001 18.75 3.00001H6.18197L7.68194 4.50001H18.75C19.7165 4.50001 20.5 5.28351 20.5 6.25001V14.75Z"" fill=""#212121""/>
</svg>
",Regular
Comment,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.25 18C3.45507 18 2 16.5449 2 14.75V6.25C2 4.45507 3.45507 3 5.25 3H18.75C20.5449 3 22 4.45507 22 6.25V14.75C22 16.5449 20.5449 18 18.75 18H13.0125L7.99868 21.7507C7.44585 22.1642 6.6625 22.0512 6.24901 21.4984C6.08736 21.2822 6 21.0196 6 20.7499L5.99921 18H5.25ZM12.5135 16.5H18.75C19.7165 16.5 20.5 15.7165 20.5 14.75V6.25C20.5 5.2835 19.7165 4.5 18.75 4.5H5.25C4.2835 4.5 3.5 5.2835 3.5 6.25V14.75C3.5 15.7165 4.2835 16.5 5.25 16.5H7.49879L7.499 17.2498L7.49986 20.2506L12.5135 16.5Z"" fill=""#212121""/>
</svg>
",Regular
Communication,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 5C7.58172 5 4 8.58172 4 13C4 15.2068 4.8922 17.2033 6.33795 18.6517C6.72812 19.0425 6.72754 19.6757 6.33666 20.0659C5.94578 20.456 5.31262 20.4555 4.92245 20.0646C3.1177 18.2565 2 15.7578 2 13C2 7.47715 6.47715 3 12 3C17.5228 3 22 7.47715 22 13C22 15.7578 20.8823 18.2565 19.0775 20.0646C18.6874 20.4555 18.0542 20.456 17.6633 20.0659C17.2725 19.6757 17.2719 19.0425 17.662 18.6517C19.1078 17.2033 20 15.2068 20 13C20 8.58172 16.4183 5 12 5ZM12 11C10.8954 11 10 11.8954 10 13C10 14.1046 10.8954 15 12 15C13.1046 15 14 14.1046 14 13C14 11.8954 13.1046 11 12 11ZM8 13C8 10.7909 9.79086 9 12 9C14.2091 9 16 10.7909 16 13C16 14.1048 15.5534 15.1035 14.8284 15.8284C14.4379 16.219 14.4379 16.8521 14.8284 17.2426C15.219 17.6332 15.8521 17.6332 16.2426 17.2426C17.3273 16.1579 18 14.6566 18 13C18 9.68629 15.3137 7 12 7C8.68629 7 6 9.68629 6 13C6 14.6566 6.67267 16.1579 7.75736 17.2426C8.14788 17.6332 8.78105 17.6332 9.17157 17.2426C9.5621 16.8521 9.5621 16.219 9.17157 15.8284C8.44662 15.1035 8 14.1048 8 13Z"" fill=""#212121""/>
</svg>
",Filled
